id,datum,kraj,disciplina,mesto,zaostanek 
106305,27-01-2013,Maribor,Slalom,DNF1,
106305,15-01-2013,Flachau,Slalom,DNF2,
106305,04-01-2013,Zagreb,Slalom,12,19.97
106305,01-01-2013,City Event Munich,City Event,9,0.00
106305,29-12-2012,Semmering,Slalom,15,17.21
106305,28-12-2012,Semmering,Giant Slalom,DNQ1,
106305,20-12-2012,Are,Slalom,DNF2,
106305,19-12-2012,Are,Giant Slalom,DNQ1,
106305,25-11-2012,"Aspen, CO",Slalom,20,30.13
106305,10-11-2012,Levi,Slalom,26,19.42
106305,17-03-2012,Schladming,Slalom,21,18.65
106305,10-03-2012,Are,Slalom,DNQ1,
106305,04-03-2012,Ofterschwang,Slalom,DNF1,
106305,11-02-2012,Soldeu-Grandvalira,Slalom,12,15.70
106305,22-01-2012,Kranjska Gora,Slalom,DNF2,
106305,03-01-2012,Zagreb,Slalom,DNF1,
106305,29-12-2011,Lienz,Slalom,DNQ1,
106305,20-12-2011,Flachau,Slalom,12,13.45
106305,18-12-2011,Courchevel,Slalom,9,25.02
106305,27-11-2011,Aspen,Slalom,23,30.17
106305,04-02-2011,Arber-Zwiesel,Slalom,DNF1,
106305,11-01-2011,Flachau,Slalom,DNF1,
106305,29-12-2010,Semmering,Slalom,DNQ1,
106305,17-01-2010,Maribor,Slalom,DNQ1,
106305,12-01-2010,Flachau,Slalom,DNF1,
106305,03-01-2010,Zagreb,Slalom,DNF1,
106305,29-12-2009,Lienz,Slalom,DNF1,
106305,14-11-2009,Levi,Slalom,DSQ1,
106305,30-01-2009,Garmisch Partenkirchen,Slalom,DNQ1,
106305,11-01-2009,Maribor,Slalom,DNQ1,
106305,04-01-2009,Zagreb,Slalom,DNF1,
106305,29-12-2008,Semmering,Slalom,DNF1,
61175,17-03-2016,St. Moritz,Super G,4,2.84
61175,16-03-2016,St. Moritz,Downhill,16,22.15
61175,13-03-2016,Kvitfjell,Super G,11,11.30
61175,12-03-2016,Kvitfjell,Downhill,9,10.97
61175,27-02-2016,Hinterstoder,Super G,6,11.65
61175,20-02-2016,Chamonix,Downhill,6,12.14
61175,19-02-2016,Chamonix,Alpine combined,7,11.65
61175,07-02-2016,Jeongseon,Super G,16,23.31
61175,06-02-2016,Jeongseon,Downhill,8,8.14
61175,30-01-2016,Garmisch Partenkirchen,Downhill,5,3.14
61175,23-01-2016,Kitzbuehel,Downhill,8,15.57
61175,22-01-2016,Kitzbuehel,Alpine combined,DNF1,
61175,22-01-2016,Kitzbuehel,Super G,DNF1,
61175,16-01-2016,Wengen,Downhill,7,19.76
61175,15-01-2016,Wengen,Alpine combined,3,0.95
61175,29-12-2015,Santa Caterina,Downhill,1,0.00
61175,19-12-2015,Val Gardena / Groeden,Downhill,25,20.69
61175,18-12-2015,Val Gardena / Groeden,Super G,6,12.87
61175,05-12-2015,Beaver Creek,Super G,4,8.07
61175,04-12-2015,Beaver Creek,Downhill,10,16.00
61175,29-11-2015,Lake Louise,Super G,9,9.55
61175,28-11-2015,Lake Louise,Downhill,11,10.02
61175,19-03-2015,Meribel,Super G,7,5.89
61175,18-03-2015,Meribel,Downhill,11,10.16
61175,08-03-2015,Kvitfjell,Super G,DNF1,
61175,07-03-2015,Kvitfjell,Downhill,34,19.52
61175,28-02-2015,Garmisch Partenkirchen,Downhill,11,8.69
61175,22-02-2015,Saalbach,Super G,2,2.71
61175,21-02-2015,Saalbach,Downhill,7,8.54
61175,24-01-2015,Kitzbuehel,Downhill,12,12.04
61175,23-01-2015,Kitzbuehel,Super G,4,7.87
61175,18-01-2015,Wengen,Downhill,16,15.77
61175,16-01-2015,Wengen,Alpine combined,16,27.19
61175,28-12-2014,Santa Caterina,Downhill,41,29.48
61175,20-12-2014,Val Gardena / Groeden,Super G,28,20.59
61175,19-12-2014,Val Gardena / Groeden,Downhill,14,21.57
61175,06-12-2014,Beaver Creek,Super G,15,18.40
61175,05-12-2014,Beaver Creek,Downhill,13,15.10
61175,30-11-2014,Lake Louise,Super G,26,19.37
61175,29-11-2014,Lake Louise,Downhill,30,19.96
61175,13-03-2014,Lenzerheide,Super G,DNF1,
61175,12-03-2014,Lenzerheide,Downhill,10,15.07
61175,02-03-2014,Kvitfjell,Super G,56,56.99
61175,01-03-2014,Kvitfjell,Downhill,26,22.34
61175,28-02-2014,Kvitfjell,Downhill,17,15.22
61175,26-01-2014,Kitzbuehel,Super G,9,5.37
61175,26-01-2014,Kitzbuehel,Super Combined,15,30.41
61175,25-01-2014,Kitzbuehel,Downhill,4,7.33
61175,18-01-2014,Wengen,Downhill,14,12.42
61175,17-01-2014,Wengen,Super Combined,13,16.89
61175,29-12-2013,Bormio,Downhill,4,10.69
61175,21-12-2013,Val Gardena / Groeden,Downhill,18,20.08
61175,20-12-2013,Val Gardena / Groeden,Super G,3,9.97
61175,08-12-2013,Beaver Creek,Giant Slalom,DNQ1,
61175,07-12-2013,Beaver Creek,Super G,22,20.94
61175,06-12-2013,Beaver Creek,Downhill,19,22.16
61175,01-12-2013,Lake Louise,Super G,16,17.08
61175,30-11-2013,Lake Louise,Downhill,3,1.37
61175,03-03-2013,Kvitfjell,Super G,11,17.54
61175,02-03-2013,Kvitfjell,Downhill,1,0.00
61175,23-02-2013,Garmisch-Partenkirchen,Downhill,14,13.44
61175,27-01-2013,Kitzbuehel,Slalom,DNF1,
61175,27-01-2013,Kitzbuehel,Super Combined,DNF1,
61175,26-01-2013,Kitzbuehel,Downhill,13,16.08
61175,25-01-2013,Kitzbuehel,Super G,7,13.82
61175,19-01-2013,Wengen,Downhill,8,12.89
61175,18-01-2013,Wengen,Super Combined,13,17.01
61175,29-12-2012,Bormio,Downhill,10,8.08
61175,16-12-2012,Alta Badia,Giant Slalom,DNQ1,
61175,15-12-2012,Val Gardena-Groeden,Downhill,20,16.66
61175,14-12-2012,Val Gardena-Groeden,Super G,5,13.86
61175,02-12-2012,Beaver Creek,Giant Slalom,DNQ1,
61175,01-12-2012,Beaver Creek,Super G,25,25.45
61175,30-11-2012,Beaver Creek,Downhill,26,21.96
61175,25-11-2012,Lake Louise,Super G,2,9.40
61175,24-11-2012,Lake Louise,Downhill,13,20.11
61175,17-03-2012,Schladming,Giant Slalom,DNS1,
61175,15-03-2012,Schladming,Super G,21,24.92
61175,14-03-2012,Schladming,Downhill,9,16.69
61175,04-03-2012,Kvitfjell,Super G,11,16.01
61175,03-03-2012,Kvitfjell,Downhill,8,14.46
61175,02-03-2012,Kvitfjell,Super G,21,18.82
61175,26-02-2012,Crans Montana,Giant Slalom,DNQ1,
61175,25-02-2012,Crans Montana,Super G,2,2.70
61175,24-02-2012,Crans Montana,Super G,15,10.13
61175,21-02-2012,Moscow,City Event,9,0.00
61175,12-02-2012,Sochi,Super Combined,DNF2,
61175,11-02-2012,Sochi,Downhill,3,5.85
61175,05-02-2012,Chamonix,Super Combined,4,8.47
61175,04-02-2012,Chamonix,Downhill,11,14.14
61175,03-02-2012,Chamonix,Downhill,28,15.10
61175,28-01-2012,Garmisch-Partenkirchen,Downhill,9,10.59
61175,22-01-2012,Kitzbuehel,Super Combined,4,32.82
61175,22-01-2012,Kitzbuehel,Slalom,DNQ1,
61175,21-01-2012,Kitzbuehel,Downhill,9,9.07
61175,14-01-2012,Wengen,Downhill,16,13.62
61175,13-01-2012,Wengen,Super Combined,16,17.28
61175,29-12-2011,Bormio,Downhill,14,19.33
61175,16-12-2011,Val Gardena-Groeden,Super G,15,16.13
61175,06-12-2011,Beaver Creek,Giant Slalom,DNQ1,
61175,04-12-2011,Beaver Creek,Giant Slalom,DNQ1,
61175,03-12-2011,Beaver Creek,Super G,18,18.32
61175,02-12-2011,Beaver Creek,Downhill,31,29.85
61175,27-11-2011,Lake Louise,Super G,3,8.13
61175,26-11-2011,Lake Louise,Downhill,6,7.81
61175,23-10-2011,Soelden,Giant Slalom,DNQ1,
61175,16-03-2011,Lenzerheide,Downhill,1,0.00
61175,13-03-2011,Kvitfjell,Super G,12,11.85
61175,12-03-2011,Kvitfjell,Downhill,11,14.06
61175,11-03-2011,Kvitfjell,Downhill,18,16.72
61175,05-02-2011,Hinterstoder,Super G,20,24.48
61175,30-01-2011,Chamonix,Super Combined,DNF2,
61175,29-01-2011,Chamonix,Downhill,33,27.96
61175,23-01-2011,Kitzbuehel,Combined,7,45.64
61175,23-01-2011,Kitzbuehel,Slalom,DNQ1,
61175,22-01-2011,Kitzbuehel,Downhill,3,13.33
61175,21-01-2011,Kitzbuehel,Super G,7,12.20
61175,15-01-2011,Wengen,Downhill,13,17.14
61175,14-01-2011,Wengen,Super Combined,7,11.90
61175,29-12-2010,Bormio,Downhill,7,13.45
61175,18-12-2010,Val Gardena-Groeden,Downhill,29,22.35
61175,17-12-2010,Val Gardena-Groeden,Super G,12,18.54
61175,11-12-2010,Val d'Isere,Giant Slalom,DNQ1,
61175,05-12-2010,Beaver Creek,Giant Slalom,DNQ1,
61175,04-12-2010,Beaver Creek,Super G,2,1.51
61175,28-11-2010,Lake Louise,Super G,27,18.83
61175,27-11-2010,Lake Louise,Downhill,21,26.16
61175,11-03-2010,Garmisch Partenkirchen,Super G,14,17.80
61175,07-03-2010,Kvitfjell,Super G,20,14.18
61175,06-03-2010,Kvitfjell,Downhill,20,17.94
61175,24-01-2010,Kitzbuehel,Combined,12,54.79
61175,24-01-2010,Kitzbuehel,Slalom,DNQ1,
61175,23-01-2010,Kitzbuehel,Downhill,28,26.00
61175,22-01-2010,Kitzbuehel,Super G,10,8.84
61175,16-01-2010,Wengen,Downhill,14,17.17
61175,15-01-2010,Wengen,Super Combined,13,18.53
61175,29-12-2009,Bormio,Downhill,19,24.25
61175,20-12-2009,Alta Badia,Giant Slalom,DNQ1,
61175,19-12-2009,Val Gardena - Groeden,Downhill,34,25.47
61175,18-12-2009,Val Gardena - Groeden,Super G,16,14.55
61175,13-12-2009,Val d'Isere,Giant Slalom,DNQ1,
61175,12-12-2009,Val d'Isere,Super G,DNF1,
61175,11-12-2009,Val d'Isere,Super Combined,15,33.21
61175,06-12-2009,Beaver Creek,Giant Slalom,18,15.02
61175,05-12-2009,Beaver Creek,Downhill,27,24.23
61175,04-12-2009,Beaver Creek,Super Combined,DSQ2,
61175,29-11-2009,Lake Louise,Super G,6,9.81
61175,28-11-2009,Lake Louise,Downhill,13,14.12
61175,25-10-2009,Soelden,Giant Slalom,DNQ1,
61175,11-03-2009,Are,Downhill,6,9.15
61175,07-03-2009,Kvitfjell,Downhill,16,19.63
61175,06-03-2009,Kvitfjell,Downhill,9,9.98
61175,22-02-2009,Sestriere,Super Combined,26,34.80
61175,25-01-2009,Kitzbuehel,Combined,DNS2,
61175,24-01-2009,Kitzbuehel,Downhill,32,31.84
61175,23-01-2009,Kitzbuehel,Super G,DNF1,
61175,17-01-2009,Wengen,Downhill,11,14.50
61175,16-01-2009,Wengen,Super Combined,15,22.04
61175,28-12-2008,Bormio,Downhill,14,20.62
61175,20-12-2008,Val Gardena - Groeden,Downhill,39,42.98
61175,19-12-2008,Val Gardena - Groeden,Super G,15,12.05
61175,12-12-2008,Val d'Isere,Super Combined,DNF1,
61175,06-12-2008,Beaver Creek,Super G,27,26.26
61175,05-12-2008,Beaver Creek,Downhill,18,21.48
61175,30-11-2008,Lake Louise,Super G,35,35.04
61175,29-11-2008,Lake Louise,Downhill,20,10.08
61175,02-03-2008,Kvitfjell,Super G,41,33.63
61175,01-03-2008,Kvitfjell,Downhill,15,23.91
61175,29-02-2008,Kvitfjell,Downhill,26,33.07
61175,23-02-2008,"Whistler, BC",Giant Slalom,DNQ1,
61175,21-02-2008,"Whistler, BC",Super G,DNF1,
61175,03-02-2008,Val d'Isere,Super Combined,DNF2,
61175,27-01-2008,Chamonix,Super Combined,28,32.22
61175,26-01-2008,Chamonix,Downhill,43,29.00
61175,20-01-2008,Kitzbuehel,Combined,12,
61175,20-01-2008,Kitzbuehel,Slalom,DNQ2,
61175,19-01-2008,Kitzbuehel,Downhill,26,32.45
61175,18-01-2008,Kitzbuehel,Super G,37,25.80
61175,13-01-2008,Wengen,Downhill,35,36.53
61175,11-01-2008,Wengen,Super Combined,DNF2,
61175,05-01-2008,Adelboden,Giant Slalom,DNQ1,
61175,29-12-2007,Bormio,Downhill,25,24.97
61175,16-12-2007,La Villa - Alta Badia,Giant Slalom,DNF1,
61175,15-12-2007,Val Gardena-Groeden,Downhill,22,24.41
61175,14-12-2007,Val Gardena-Groeden,Super G,46,42.11
61175,03-12-2007,"Beaver Creek, CO",Super G,24,15.60
61175,30-11-2007,"Beaver Creek, CO",Downhill,28,25.26
61175,29-11-2007,"Beaver Creek, CO",Super Combined,16,18.71
61175,25-11-2007,"Lake Louise, AB",Super G,34,25.75
61175,24-11-2007,"Lake Louise, AB",Downhill,8,7.88
61175,11-03-2007,Kvitfjell,Super G,42,35.30
61175,10-03-2007,Kvitfjell,Downhill,33,25.62
61175,09-03-2007,Kvitfjell,Super Combined,20,31.94
61175,24-02-2007,Garmisch-Partenkirchen,Downhill,31,27.28
61175,23-02-2007,Garmisch-Partenkirchen,Downhill,31,34.09
61175,20-01-2007,Val d'Isere,Downhill,45,42.92
61175,14-01-2007,Wengen,Super Combined,18,14.27
61175,13-01-2007,Wengen,Downhill,33,45.24
61175,29-12-2006,Bormio,Downhill,41,33.93
61175,28-12-2006,Bormio,Downhill,41,38.12
61175,20-12-2006,Hinterstoder,Super G,25,27.32
61175,16-12-2006,Gardena/Groeden,Downhill,41,34.87
61175,15-12-2006,Gardena/Groeden,Super G,27,22.75
61175,10-12-2006,Reiteralm,Super Combined,27,22.65
61175,01-12-2006,"Beaver Creek, CO",Downhill,32,30.40
61175,30-11-2006,"Beaver Creek, CO",Super Combined,DNF,
61175,25-11-2006,"Lake Louise, AB",Downhill,54,38.16
61175,29-01-2006,Garmisch-Partenkirchen,Super G,45,50.97
61175,28-01-2006,Garmisch-Partenkirchen,Downhill,33,34.02
61175,21-01-2006,Kitzbuehel,Downhill,44,53.17
61175,20-01-2006,Kitzbuehel,Super G,45,38.72
61175,13-01-2006,Wengen,Super Combined,24,
61175,07-01-2006,Adelboden,Giant Slalom,DNQ1,
61175,21-12-2005,Kranjska Gora,Giant Slalom,DNQ1,
61175,18-12-2005,Alta Badia,Giant Slalom,DNQ1,
61175,17-12-2005,Gardena/Groeden,Downhill,DNS1,
61175,16-12-2005,Gardena/Groeden,Super G,44,30.85
61175,11-12-2005,Val d'Isere,Super Combined,19,
61175,23-10-2005,Soelden,Giant Slalom,DNQ1,
61175,21-12-2004,Flachau,Giant Slalom,DNF1,
61175,19-12-2004,Alta Badia,Giant Slalom,DNF1,
61175,12-12-2004,Val d'Isere,Giant Slalom,DNQ1,
61175,27-11-2004,"Lake Louise, AB",Downhill,54,56.40
61175,28-02-2004,Kranjska Gora,Giant Slalom,DNQ1,
155218,27-02-2016,Hinterstoder,Super G,DNF1,
155218,20-02-2016,Chamonix,Downhill,47,33.26
155218,19-02-2016,Chamonix,Alpine combined,27,34.34
155218,30-01-2016,Garmisch Partenkirchen,Downhill,DNF1,
155218,22-01-2016,Kitzbuehel,Alpine combined,DNF1,
155218,22-01-2016,Kitzbuehel,Super G,DNF1,
155218,16-01-2016,Wengen,Downhill,49,59.29
155218,15-01-2016,Wengen,Alpine combined,28,27.73
155218,29-12-2015,Santa Caterina,Downhill,DNF1,
155218,29-11-2015,Lake Louise,Super G,56,49.10
155218,28-11-2015,Lake Louise,Downhill,58,62.56
155218,08-03-2015,Kvitfjell,Super G,DNF1,
155218,07-03-2015,Kvitfjell,Downhill,56,41.97
155218,18-01-2015,Wengen,Downhill,DNF1,
155218,16-01-2015,Wengen,Alpine combined,30,47.91
155218,30-11-2014,Lake Louise,Super G,54,42.49
155218,29-11-2014,Lake Louise,Downhill,DSQ1,
79303,12-03-2016,Kvitfjell,Downhill,27,22.65
79303,20-02-2016,Chamonix,Downhill,34,23.76
79303,07-02-2016,Jeongseon,Super G,36,39.99
79303,06-02-2016,Jeongseon,Downhill,41,30.95
79303,30-01-2016,Garmisch Partenkirchen,Downhill,12,9.00
79303,23-01-2016,Kitzbuehel,Downhill,19,24.92
79303,16-01-2016,Wengen,Downhill,DNF1,
79303,29-12-2015,Santa Caterina,Downhill,8,18.99
79303,19-12-2015,Val Gardena / Groeden,Downhill,43,31.36
79303,05-12-2015,Beaver Creek,Super G,41,34.39
79303,04-12-2015,Beaver Creek,Downhill,23,23.57
79303,28-11-2015,Lake Louise,Downhill,21,21.44
79303,18-03-2015,Meribel,Downhill,23,24.04
79303,08-03-2015,Kvitfjell,Super G,31,28.49
79303,07-03-2015,Kvitfjell,Downhill,17,10.60
79303,28-02-2015,Garmisch Partenkirchen,Downhill,18,12.87
79303,22-02-2015,Saalbach,Super G,39,35.28
79303,21-02-2015,Saalbach,Downhill,8,9.45
79303,24-01-2015,Kitzbuehel,Downhill,17,16.98
79303,23-01-2015,Kitzbuehel,Super G,41,36.73
79303,18-01-2015,Wengen,Downhill,29,24.34
79303,28-12-2014,Santa Caterina,Downhill,44,31.24
79303,20-12-2014,Val Gardena / Groeden,Super G,45,30.03
79303,19-12-2014,Val Gardena / Groeden,Downhill,27,32.68
79303,06-12-2014,Beaver Creek,Super G,37,44.37
79303,05-12-2014,Beaver Creek,Downhill,48,38.56
79303,30-11-2014,Lake Louise,Super G,47,32.16
79303,29-11-2014,Lake Louise,Downhill,29,19.74
79303,02-03-2014,Kvitfjell,Super G,22,18.50
79303,01-03-2014,Kvitfjell,Downhill,43,32.68
79303,28-02-2014,Kvitfjell,Downhill,50,33.98
79303,26-01-2014,Kitzbuehel,Super G,61,26.11
79303,25-01-2014,Kitzbuehel,Downhill,12,15.77
79303,18-01-2014,Wengen,Downhill,59,36.96
79303,29-12-2013,Bormio,Downhill,37,29.06
79303,21-12-2013,Val Gardena / Groeden,Downhill,DNF1,
79303,20-12-2013,Val Gardena / Groeden,Super G,43,42.41
79303,07-12-2013,Beaver Creek,Super G,45,40.60
79303,06-12-2013,Beaver Creek,Downhill,46,47.20
79303,01-12-2013,Lake Louise,Super G,45,31.67
79303,30-11-2013,Lake Louise,Downhill,44,40.89
79303,03-03-2013,Kvitfjell,Super G,38,35.90
79303,02-03-2013,Kvitfjell,Downhill,29,30.91
79303,23-02-2013,Garmisch-Partenkirchen,Downhill,34,23.53
79303,26-01-2013,Kitzbuehel,Downhill,17,19.46
79303,25-01-2013,Kitzbuehel,Super G,28,27.35
79303,19-01-2013,Wengen,Downhill,12,15.45
79303,29-12-2012,Bormio,Downhill,15,14.44
79303,15-12-2012,Val Gardena-Groeden,Downhill,49,37.48
79303,14-12-2012,Val Gardena-Groeden,Super G,32,30.00
79303,01-12-2012,Beaver Creek,Super G,49,56.66
79303,30-11-2012,Beaver Creek,Downhill,16,18.59
79303,25-11-2012,Lake Louise,Super G,34,29.52
79303,24-11-2012,Lake Louise,Downhill,45,43.01
79303,14-03-2012,Schladming,Downhill,10,16.81
79303,04-03-2012,Kvitfjell,Super G,41,32.81
79303,03-03-2012,Kvitfjell,Downhill,9,16.47
79303,02-03-2012,Kvitfjell,Super G,40,30.42
79303,25-02-2012,Crans Montana,Super G,42,48.07
79303,24-02-2012,Crans Montana,Super G,47,45.65
79303,11-02-2012,Sochi,Downhill,2,2.68
79303,04-02-2012,Chamonix,Downhill,5,11.11
79303,03-02-2012,Chamonix,Downhill,11,6.96
79303,28-01-2012,Garmisch-Partenkirchen,Downhill,23,21.17
79303,21-01-2012,Kitzbuehel,Downhill,41,31.40
79303,14-01-2012,Wengen,Downhill,37,32.63
79303,29-12-2011,Bormio,Downhill,32,32.65
79303,16-12-2011,Val Gardena-Groeden,Super G,50,31.34
79303,03-12-2011,Beaver Creek,Super G,36,31.51
79303,02-12-2011,Beaver Creek,Downhill,40,39.33
79303,27-11-2011,Lake Louise,Super G,27,25.91
79303,26-11-2011,Lake Louise,Downhill,34,22.81
79303,13-03-2011,Kvitfjell,Super G,50,39.53
79303,12-03-2011,Kvitfjell,Downhill,40,31.39
79303,11-03-2011,Kvitfjell,Downhill,18,16.72
79303,05-02-2011,Hinterstoder,Super G,48,58.96
79303,30-01-2011,Chamonix,Super Combined,29,47.08
79303,29-01-2011,Chamonix,Downhill,43,38.81
79303,22-01-2011,Kitzbuehel,Downhill,26,39.20
79303,21-01-2011,Kitzbuehel,Super G,34,45.37
79303,29-12-2010,Bormio,Downhill,42,62.13
79303,18-12-2010,Val Gardena-Groeden,Downhill,16,17.25
79303,17-12-2010,Val Gardena-Groeden,Super G,51,52.47
79303,04-12-2010,Beaver Creek,Super G,45,52.46
79303,28-11-2010,Lake Louise,Super G,61,50.87
79303,27-11-2010,Lake Louise,Downhill,44,41.46
79303,07-03-2010,Kvitfjell,Super G,45,54.41
79303,06-03-2010,Kvitfjell,Downhill,43,33.63
148188,30-01-2016,Maribor,Giant Slalom,DNQ1,
148188,17-01-2016,Flachau,Giant Slalom,DNQ1,
148188,15-01-2016,Flachau,Slalom,DNF1,
148188,12-01-2016,Flachau,Slalom,DNQ1,
148188,05-01-2016,Santa Caterina Valfurva,Slalom,DNF1,
148188,29-12-2015,Lienz,Slalom,DNQ1,
148188,28-12-2015,Lienz,Giant Slalom,19,18.20
148188,20-12-2015,Courchevel,Giant Slalom,DNQ1,
148188,13-12-2015,Are,Slalom,DNF1,
148188,12-12-2015,Are,Giant Slalom,DNF1,
148188,29-11-2015,"Aspen, CO",Slalom,DNF1,
148188,28-11-2015,"Aspen, CO",Slalom,DNF1,
148188,27-11-2015,"Aspen, CO",Giant Slalom,DNF1,
148188,24-10-2015,Soelden,Giant Slalom,DNF2,
148188,14-03-2015,Are,Slalom,DNQ1,
148188,13-03-2015,Are,Giant Slalom,DNF1,
148188,22-02-2015,Maribor,Slalom,DNF1,
148188,21-02-2015,Maribor,Giant Slalom,DNQ1,
148188,13-01-2015,Flachau,Slalom,DNF1,
148188,30-11-2014,Aspen,Slalom,DNQ1,
148188,29-11-2014,Aspen,Giant Slalom,DNF1,
148188,02-02-2014,Kranjska Gora,Slalom,DNQ1,
148188,28-12-2013,Lienz,Giant Slalom,DNQ1,
148188,16-11-2013,Levi,Slalom,DNF1,
148188,27-01-2013,Maribor,Slalom,DNF1,
126457,17-03-2016,St. Moritz,Super G,DNF1,
126457,12-03-2016,Lenzerheide,Super G,3,5.07
126457,27-02-2016,Soldeu- El Tarter,Super G,3,6.97
126457,21-02-2016,La Thuile,Super G,11,23.34
126457,20-02-2016,La Thuile,Downhill,36,54.25
126457,19-02-2016,La Thuile,Downhill,14,36.10
126457,07-02-2016,Garmisch Partenkirchen,Super G,21,28.84
126457,06-02-2016,Garmisch Partenkirchen,Downhill,DNF1,
126457,24-01-2016,Cortina d'Ampezzo,Super G,DNF1,
126457,23-01-2016,Cortina d'Ampezzo,Downhill,33,43.17
126457,10-01-2016,Altenmarkt-Zauchensee,Super G,13,28.65
126457,09-01-2016,Altenmarkt-Zauchensee,Downhill,11,29.26
126457,19-12-2015,Val d'Is̬re,Downhill,23,22.73
126457,06-12-2015,Lake Louise,Super G,2,17.87
126457,05-12-2015,Lake Louise,Downhill,16,25.24
126457,04-12-2015,Lake Louise,Downhill,20,27.38
126457,08-03-2015,Garmisch Partenkirchen,Super G,25,35.93
126457,02-03-2015,Bansko,Super G,35,51.98
126457,25-01-2015,St.Moritz,Super G,32,49.38
126457,19-01-2015,Cortina d'Ampezzo,Super G,DNF1,
126457,21-12-2014,Val d Isere,Super G,21,32.37
126457,20-12-2014,Val d Isere,Downhill,42,41.88
126457,07-12-2014,Lake Louise,Super G,37,39.78
126457,02-03-2014,Crans Montana,Downhill,20,37.75
126457,11-01-2014,Altenmarkt / Zauchensee,Downhill,38,41.06
126457,07-12-2013,Lake Louise,Downhill,DNF1,
126457,06-12-2013,Lake Louise,Downhill,34,34.71
126457,24-02-2013,Meribel,Super Combined,25,44.04
126457,23-02-2013,Meribel,Downhill,43,47.29
126457,12-01-2013,St. Anton,Downhill,DNF1,
126457,01-12-2012,Lake Louise,Downhill,35,40.65
126457,30-11-2012,Lake Louise,Downhill,34,50.49
126457,03-12-2011,Lake Louise,Downhill,40,57.57
126457,02-12-2011,Lake Louise,Downhill,49,59.57
107917,19-03-2016,St. Moritz,Giant Slalom,DNF2,
107917,06-03-2016,Kranjska Gora,Slalom,DNQ1,
107917,05-03-2016,Kranjska Gora,Giant Slalom,19,29.27
107917,04-03-2016,Kranjska Gora,Giant Slalom,16,20.70
107917,28-02-2016,Hinterstoder,Giant Slalom,10,16.56
107917,27-02-2016,Hinterstoder,Super G,24,26.91
107917,26-02-2016,Hinterstoder,Giant Slalom,17,18.86
107917,19-02-2016,Chamonix,Alpine combined,8,15.44
107917,14-02-2016,Yuzawa Naeba,Slalom,DNF1,
107917,13-02-2016,Yuzawa Naeba,Giant Slalom,14,13.72
107917,26-01-2016,Schladming,Slalom,DNQ1,
107917,24-01-2016,Kitzbuehel,Slalom,DNF1,
107917,22-01-2016,Kitzbuehel,Alpine combined,10,25.19
107917,22-01-2016,Kitzbuehel,Super G,44,42.27
107917,17-01-2016,Wengen,Slalom,DSQ1,
107917,10-01-2016,Adelboden,Slalom,17,14.10
107917,06-01-2016,Santa Caterina Valfurva,Slalom,23,17.41
107917,22-12-2015,Madonna di Campiglio,Slalom,27,43.07
107917,21-12-2015,Alta Badia,Parallel Giant Slalom,14,
107917,20-12-2015,Alta Badia,Giant Slalom,24,20.77
107917,13-12-2015,Val d'Is̬re,Slalom,13,24.69
107917,12-12-2015,Val d'Is̬re,Giant Slalom,22,26.47
107917,06-12-2015,Beaver Creek,Giant Slalom,8,10.41
107917,05-12-2015,Beaver Creek,Super G,24,20.83
107917,25-10-2015,Soelden,Giant Slalom,DNQ1,
107917,15-03-2015,Kranjska Gora,Slalom,DNQ1,
107917,14-03-2015,Kranjska Gora,Giant Slalom,DNQ1,
107917,01-03-2015,Garmisch Partenkirchen,Giant Slalom,DNQ1,
107917,27-01-2015,Schladming,Slalom,DNQ1,
107917,25-01-2015,Kitzbuehel,Slalom,DNQ1,
107917,17-01-2015,Wengen,Slalom,DNF1,
107917,11-01-2015,Adelboden,Slalom,DNF1,
107917,10-01-2015,Adelboden,Giant Slalom,DNQ1,
107917,06-01-2015,Zagreb,Slalom,DNF1,
107917,22-12-2014,Madonna di Campiglio,Slalom,DNQ1,
107917,14-12-2014,Are,Slalom,DNQ1,
107917,12-12-2014,Are,Giant Slalom,DNQ1,
107917,16-11-2014,Levi,Slalom,17,21.07
107917,09-03-2014,Kranjska Gora,Slalom,DNF1,
107917,28-01-2014,Schladming,Slalom,26,34.97
107917,24-01-2014,Kitzbuehel,Slalom,DNQ1,
107917,19-01-2014,Wengen,Slalom,DNQ1,
107917,12-01-2014,Adelboden,Slalom,DNQ1,
107917,06-01-2014,Bormio,Slalom,DNF1,
107917,15-12-2013,Val d'Isere,Slalom,DNF1,
107917,17-11-2013,Levi,Slalom,DNF1,
107917,10-03-2013,Kranjska Gora,Slalom,19,20.39
107917,13-01-2013,Adelboden,Slalom,DNF1,
107917,06-01-2013,Zagreb,Slalom,DNF1,
107917,18-12-2012,Madonna di Campiglio,Slalom,DNF1,
107917,08-12-2012,Val d'Isere,Slalom,DNQ1,
107917,11-11-2012,Levi,Slalom,DNQ1,
107917,11-03-2012,Kranjska Gora,Slalom,30,66.26
107917,14-11-2010,Levi,Slalom,DNF1,
107917,26-01-2010,Schladming,Slalom,DNF1,
127584,05-03-2016,Kranjska Gora,Giant Slalom,DNF1,
127584,04-03-2016,Kranjska Gora,Giant Slalom,DNQ1,
127584,28-02-2016,Hinterstoder,Giant Slalom,DNQ1,
127584,26-02-2016,Hinterstoder,Giant Slalom,DNQ1,
127584,13-02-2016,Yuzawa Naeba,Giant Slalom,DNQ1,
