id,datum,kraj,disciplina,mesto,zaostanek 
20399,11-11-2007,Reiteralm,Slalom,1,0.00
20399,18-03-2007,Lenzerheide,Slalom,DNF2,
20399,04-03-2007,Kranjska Gora,Slalom,9,12.49
20399,03-03-2007,Kranjska Gora,Giant Slalom,DNQ2,
20399,25-02-2007,Garmisch-Partenkirchen,Slalom,22,22.77
20399,30-01-2007,Schladming,Slalom,DNF1,
20399,28-01-2007,Kitzbuehel,Slalom,10,4.62
20399,27-01-2007,Kitzbuehel,Slalom,10,11.82
20399,07-01-2007,Adelboden,Slalom,23,18.57
20399,06-01-2007,Adelboden,Giant Slalom,DNQ1,
20399,18-12-2006,Alta Badia,Slalom,DNF2,
20399,03-12-2006,"Beaver Creek, CO",Slalom,10,12.69
20399,02-12-2006,"Beaver Creek, CO",Giant Slalom,DNF1,
20399,12-11-2006,Levi,Slalom,DNQ1,
20399,11-03-2006,Shigakogen,Slalom,DNQ2,
20399,10-03-2006,Shigakogen,Slalom,17,9.62
20399,05-03-2006,Yongpyong,Giant Slalom,DNQ1,
20399,04-03-2006,Yongpyong,Giant Slalom,DNQ1,
20399,24-01-2006,Schladming,Slalom,DNF1,
20399,22-01-2006,Kitzbuehel,Slalom,21,13.77
20399,15-01-2006,Wengen,Slalom,23,58.25
20399,08-01-2006,Adelboden,Slalom,DNQ1,
20399,07-01-2006,Adelboden,Giant Slalom,DNF2,
20399,22-12-2005,Kranjska Gora,Slalom,DNQ1,
20399,21-12-2005,Kranjska Gora,Giant Slalom,DNQ1,
20399,12-12-2005,Madonna di Campiglio,Slalom,DNQ1,
20399,04-12-2005,"Beaver Creek, CO",Slalom,22,26.26
20399,03-12-2005,"Beaver Creek, CO",Giant Slalom,DNQ2,
20399,23-10-2005,Soelden,Giant Slalom,DNF1,
20399,27-02-2005,Kranjska Gora,Slalom,DNQ2,
20399,26-02-2005,Kranjska Gora,Giant Slalom,DSQ1,
20399,25-01-2005,Schladming,Slalom,DNF1,
20399,16-01-2005,Wengen,Slalom,DNF1,
20399,11-01-2005,Adelboden,Giant Slalom,DNF1,
20399,09-01-2005,Chamonix,Slalom,DNF1,
20399,13-12-2004,Sestriere,Slalom,DNF1,
20399,12-01-2003,Bormio,Slalom,DNF1,
20399,05-01-2003,Kranjska Gora,Slalom,DNQ1,
136055,16-03-2016,St. Moritz,Downhill,7,12.94
136055,13-03-2016,Kvitfjell,Super G,DNF1,
136055,12-03-2016,Kvitfjell,Downhill,2,2.36
136055,27-02-2016,Hinterstoder,Super G,41,38.69
136055,20-02-2016,Chamonix,Downhill,14,15.52
136055,19-02-2016,Chamonix,Alpine combined,18,27.61
136055,07-02-2016,Jeongseon,Super G,12,20.31
136055,06-02-2016,Jeongseon,Downhill,18,15.04
136055,30-01-2016,Garmisch Partenkirchen,Downhill,DNF1,
136055,23-01-2016,Kitzbuehel,Downhill,DNS1,
136055,22-01-2016,Kitzbuehel,Super G,DNF1,
136055,22-01-2016,Kitzbuehel,Alpine combined,DNF1,
136055,16-01-2016,Wengen,Downhill,38,45.39
136055,15-01-2016,Wengen,Alpine combined,14,12.77
136055,29-12-2015,Santa Caterina,Downhill,23,31.81
136055,19-12-2015,Val Gardena / Groeden,Downhill,15,16.01
136055,06-12-2015,Beaver Creek,Giant Slalom,DNQ1,
136055,28-11-2015,Lake Louise,Downhill,35,27.38
136055,08-03-2015,Kvitfjell,Super G,36,34.14
136055,28-02-2015,Garmisch Partenkirchen,Downhill,31,16.34
136055,22-02-2015,Saalbach,Super G,40,38.70
136055,24-01-2015,Kitzbuehel,Downhill,38,27.08
136055,23-01-2015,Kitzbuehel,Alpine combined,DNF1,
136055,23-01-2015,Kitzbuehel,Super G,DNF1,
136055,18-01-2015,Wengen,Downhill,33,25.46
136055,28-12-2014,Santa Caterina,Downhill,51,43.15
136055,19-12-2014,Val Gardena / Groeden,Downhill,DNF1,
136055,02-03-2014,Kvitfjell,Super G,24,19.42
136055,01-03-2014,Kvitfjell,Downhill,31,26.01
136055,28-02-2014,Kvitfjell,Downhill,26,20.01
136055,26-01-2014,Kitzbuehel,Super G,36,15.96
136055,26-01-2014,Kitzbuehel,Super Combined,18,33.20
136055,25-01-2014,Kitzbuehel,Downhill,38,35.53
136055,18-01-2014,Wengen,Downhill,48,31.34
136055,17-01-2014,Wengen,Super Combined,27,33.71
136055,29-12-2013,Bormio,Downhill,23,21.86
136055,21-12-2013,Val Gardena / Groeden,Downhill,22,21.26
136055,20-12-2013,Val Gardena / Groeden,Super G,26,32.55
136055,06-12-2013,Beaver Creek,Downhill,49,48.64
136055,01-12-2013,Lake Louise,Super G,55,38.07
136055,30-11-2013,Lake Louise,Downhill,DNF1,
20518,22-03-2015,Meribel,Giant Slalom,11,24.08
20518,19-03-2015,Meribel,Super G,12,31.27
20518,18-03-2015,Meribel,Downhill,16,25.31
20518,13-03-2015,Are,Giant Slalom,23,17.81
20518,08-03-2015,Garmisch Partenkirchen,Super G,8,21.84
20518,07-03-2015,Garmisch Partenkirchen,Downhill,9,19.94
20518,02-03-2015,Bansko,Super G,14,28.38
20518,01-03-2015,Bansko,Alpine combined,6,16.74
20518,21-02-2015,Maribor,Giant Slalom,DNQ1,
20518,19-01-2015,Cortina d'Ampezzo,Super G,DNF1,
20518,18-01-2015,Cortina d'Ampezzo,Downhill,6,12.17
20518,16-01-2015,Cortina d'Ampezzo,Downhill,18,22.11
20518,28-12-2014,Kuehtai in Tirol,Giant Slalom,7,4.84
20518,21-12-2014,Val d Isere,Super G,9,18.59
20518,20-12-2014,Val d Isere,Downhill,5,5.50
20518,12-12-2014,Are,Giant Slalom,20,18.19
20518,07-12-2014,Lake Louise,Super G,15,24.36
20518,06-12-2014,Lake Louise,Downhill,29,24.33
20518,05-12-2014,Lake Louise,Downhill,13,14.87
20518,29-11-2014,Aspen,Giant Slalom,20,25.13
20518,25-10-2014,Soelden,Giant Slalom,DNF1,
20518,16-03-2014,Lenzerheide,Giant Slalom,8,4.84
20518,13-03-2014,Lenzerheide,Super G,15,48.59
20518,12-03-2014,Lenzerheide,Downhill,9,19.15
20518,07-03-2014,Are,Giant Slalom,18,21.48
20518,06-03-2014,Are,Giant Slalom,17,14.41
20518,02-03-2014,Crans Montana,Downhill,10,19.68
20518,02-02-2014,Kranjska Gora,Slalom,DNQ1,
20518,26-01-2014,Cortina d Ampezzo,Super G,DNF1,
20518,25-01-2014,Cortina d Ampezzo,Downhill,8,9.39
20518,24-01-2014,Cortina d Ampezzo,Downhill,12,24.46
20518,23-01-2014,Cortina d Ampezzo,Super G,10,15.83
20518,12-01-2014,Altenmarkt / Zauchensee,Super Combined,14,12.95
20518,11-01-2014,Altenmarkt / Zauchensee,Downhill,14,18.62
20518,28-12-2013,Lienz,Giant Slalom,19,24.23
20518,22-12-2013,Val d'Isere,Giant Slalom,9,10.13
20518,21-12-2013,Val d'Isere,Downhill,7,13.15
20518,15-12-2013,St. Moritz,Giant Slalom,13,18.48
20518,14-12-2013,St. Moritz,Super G,15,23.48
20518,08-12-2013,Lake Louise,Super G,11,16.09
20518,07-12-2013,Lake Louise,Downhill,9,12.38
20518,06-12-2013,Lake Louise,Downhill,13,21.84
20518,01-12-2013,Beaver Creek,Giant Slalom,DNQ1,
20518,30-11-2013,Beaver Creek,Super G,6,20.22
20518,29-11-2013,Beaver Creek,Downhill,12,23.41
20518,26-10-2013,Soelden,Giant Slalom,9,13.55
20518,17-03-2013,Lenzerheide,Giant Slalom,13,28.07
20518,09-03-2013,Ofterschwang,Giant Slalom,20,22.58
20518,03-03-2013,Garmisch-Partenkirchen,Super G,18,21.02
20518,02-03-2013,Garmisch-Partenkirchen,Downhill,26,36.68
20518,01-03-2013,Garmisch-Partenkirchen,Super G,29,27.36
20518,27-01-2013,Maribor,Slalom,30,27.33
20518,26-01-2013,Maribor,Giant Slalom,19,13.39
20518,20-01-2013,Cortina d'Ampezzo,Super G,DNF1,
20518,19-01-2013,Cortina d'Ampezzo,Downhill,12,27.05
20518,13-01-2013,St. Anton,Super G,11,21.95
20518,12-01-2013,St. Anton,Downhill,6,6.24
20518,29-12-2012,Semmering,Slalom,DNQ1,
20518,28-12-2012,Semmering,Giant Slalom,13,22.07
20518,20-12-2012,Are,Slalom,DNQ1,
20518,19-12-2012,Are,Giant Slalom,26,32.63
20518,16-12-2012,Courchevel,Giant Slalom,11,19.90
20518,14-12-2012,Val d'Isere,Downhill,20,26.97
20518,09-12-2012,St. Moritz,Giant Slalom,10,19.49
20518,08-12-2012,St. Moritz,Super G,11,31.65
20518,07-12-2012,St. Moritz,Super Combined,14,27.51
20518,02-12-2012,Lake Louise,Super G,7,18.64
20518,01-12-2012,Lake Louise,Downhill,13,21.11
20518,30-11-2012,Lake Louise,Downhill,9,24.45
20518,24-11-2012,"Aspen, CO",Giant Slalom,12,22.36
20518,27-10-2012,Soelden,Giant Slalom,4,11.23
20518,14-01-2012,Cortina d'Ampezzo,Downhill,16,18.56
20518,08-01-2012,Bad Kleinkirchheim,Super G,7,14.78
20518,07-01-2012,Bad Kleinkirchheim,Downhill,6,9.82
20518,28-12-2011,Lienz,Giant Slalom,20,12.02
20518,07-12-2011,Beaver Creek,Super G,7,18.75
20518,04-12-2011,Lake Louise,Super G,19,26.56
20518,03-12-2011,Lake Louise,Downhill,5,23.41
20518,02-12-2011,Lake Louise,Downhill,3,24.21
20518,26-11-2011,Aspen,Giant Slalom,14,12.26
20518,22-10-2011,Soelden,Giant Slalom,11,11.57
20518,16-03-2011,Lenzerheide,Downhill,19,64.14
20518,06-03-2011,Tarvisio,Super G,31,31.64
20518,05-03-2011,Tarvisio,Downhill,14,31.37
20518,04-03-2011,Tarvisio,Super Combined,14,27.08
20518,27-02-2011,Are,Super G,6,14.18
20518,26-02-2011,Are,Downhill,4,9.09
20518,25-02-2011,Are,Super Combined,13,25.89
20518,23-01-2011,Cortina d Ampezzo,Super G,11,24.24
20518,22-01-2011,Cortina d Ampezzo,Downhill,DNF1,
20518,21-01-2011,Cortina d Ampezzo,Super G,11,14.79
20518,09-01-2011,Zauchensee,Super G,3,10.48
20518,08-01-2011,Zauchensee,Downhill,7,15.38
20518,02-01-2011,Muenchen,City Event,9,
20518,19-12-2010,Val d'Isere,Super Combined,11,18.21
20518,18-12-2010,Val d'Isere,Downhill,37,35.69
20518,05-12-2010,Lake Louise,Super G,9,30.20
20518,04-12-2010,Lake Louise,Downhill,3,11.58
20518,03-12-2010,Lake Louise,Downhill,15,29.60
20518,12-03-2010,Garmisch Partenkirchen,Super G,16,25.66
20518,10-03-2010,Garmisch Partenkirchen,Downhill,14,24.50
20518,07-03-2010,Crans Montana,Super G,1,0.00
20518,06-03-2010,Crans Montana,Downhill,38,35.06
20518,31-01-2010,St. Moritz,Super G,40,32.78
20518,30-01-2010,St. Moritz,Downhill,17,28.40
20518,08-01-2010,Haus im Ennstal,Downhill,DNF1,
20518,20-12-2009,Val d'Isere,Super G,6,13.12
20518,18-12-2009,Val d'Isere,Super Combined,17,40.30
20518,06-12-2009,Lake Louise,Super G,37,33.39
20518,05-12-2009,Lake Louise,Downhill,5,14.75
20518,04-12-2009,Lake Louise,Downhill,6,21.61
20518,11-03-2009,Are,Downhill,DNS1,
20518,01-03-2009,Bansko,Super G,30,51.23
20518,28-02-2009,Bansko,Downhill,9,23.95
20518,27-02-2009,Bansko,Downhill,DNF1,
20518,22-02-2009,Tarvisio,Super G,39,28.93
20518,21-02-2009,Tarvisio,Downhill,7,14.09
20518,20-02-2009,Tarvisio,Super Combined,14,33.20
20518,01-02-2009,Garmisch Partenkirchen,Super G,38,33.03
20518,26-01-2009,Cortina d'Ampezzo,Super G,36,35.11
20518,24-01-2009,Cortina d'Ampezzo,Downhill,1,0.00
20518,18-01-2009,Altenmarkt-Zauchensee,Downhill,1,0.00
20518,17-01-2009,Altenmarkt-Zauchensee,Super Combined,18,31.52
20518,20-12-2008,St. Moritz,Super G,19,29.74
20518,19-12-2008,St. Moritz,Super Combined,DNF1,
20518,07-12-2008,Lake Louise,Super G,36,25.53
20518,05-12-2008,Lake Louise,Downhill,10,19.32
20518,09-03-2008,Crans-Montana,Super Combined,19,17.46
20518,08-03-2008,Crans-Montana,Downhill,21,25.20
20518,24-02-2008,"Whistler, BC",Super Combined,20,30.37
20518,22-02-2008,"Whistler, BC",Downhill,21,21.54
20518,10-02-2008,Sestriere,Super G,DNF1,
20518,09-02-2008,Sestriere,Downhill,9,16.66
20518,03-02-2008,St. Moritz,Super G,DNF1,
20518,02-02-2008,St. Moritz,Downhill,29,31.43
20518,21-01-2008,Cortina d'Ampezzo,Super G,28,28.23
20518,20-01-2008,Cortina d'Ampezzo,Super G,37,29.09
20518,19-01-2008,Cortina d'Ampezzo,Downhill,DNF1,
20518,22-12-2007,St. Anton/Arlberg,Super Combined,DNF1,
20518,21-12-2007,St. Anton/Arlberg,Downhill,17,24.80
20518,16-12-2007,St. Moritz,Super G,28,24.29
20518,15-12-2007,St. Moritz,Downhill,DNF1,
20518,08-12-2007,"Aspen, CO",Downhill,12,21.66
20518,01-12-2007,"Lake Louise, AB",Downhill,22,34.16
20518,28-01-2007,San Sicario,Super G,45,38.77
20518,27-01-2007,San Sicario,Downhill,6,21.76
20518,20-01-2007,Cortina d'Ampezzo,Downhill,8,15.70
20518,19-01-2007,Cortina d'Ampezzo,Super G,45,56.06
20518,14-01-2007,Altenmarkt-Zauchensee,Super Combined,22,28.49
20518,13-01-2007,Altenmarkt-Zauchensee,Downhill,2,3.91
20518,20-12-2006,Val d'Isere,Downhill,9,33.87
20518,19-12-2006,Val d'Isere,Downhill,9,26.88
20518,02-12-2006,"Lake Louise, AB",Downhill,DNF1,
20518,01-12-2006,"Lake Louise, AB",Downhill,37,35.90
20518,02-12-2005,"Lake Louise, AB",Downhill,DNF1,
94507,13-03-2016,Kvitfjell,Super G,24,19.92
94507,12-03-2016,Kvitfjell,Downhill,19,18.40
94507,27-02-2016,Hinterstoder,Super G,DNF1,
94507,20-02-2016,Chamonix,Downhill,DNF1,
94507,19-02-2016,Chamonix,Alpine combined,13,20.10
94507,07-02-2016,Jeongseon,Super G,25,30.58
94507,06-02-2016,Jeongseon,Downhill,14,11.34
94507,30-01-2016,Garmisch Partenkirchen,Downhill,33,22.66
94507,23-01-2016,Kitzbuehel,Downhill,5,11.79
94507,22-01-2016,Kitzbuehel,Alpine combined,DNF1,
94507,22-01-2016,Kitzbuehel,Super G,DNF1,
94507,16-01-2016,Wengen,Downhill,20,33.21
94507,15-01-2016,Wengen,Alpine combined,6,7.15
94507,29-12-2015,Santa Caterina,Downhill,11,20.51
94507,19-12-2015,Val Gardena / Groeden,Downhill,19,18.73
94507,18-12-2015,Val Gardena / Groeden,Super G,33,27.09
94507,05-12-2015,Beaver Creek,Super G,DNF1,
94507,04-12-2015,Beaver Creek,Downhill,DNF1,
94507,29-11-2015,Lake Louise,Super G,29,24.91
94507,28-11-2015,Lake Louise,Downhill,32,26.33
94507,23-01-2015,Kitzbuehel,Alpine combined,DNF1,
94507,23-01-2015,Kitzbuehel,Super G,DNF1,
94507,18-01-2015,Wengen,Downhill,11,14.33
94507,16-01-2015,Wengen,Alpine combined,DNF2,
94507,28-12-2014,Santa Caterina,Downhill,30,24.21
94507,19-12-2014,Val Gardena / Groeden,Downhill,57,131.05
94507,06-12-2014,Beaver Creek,Super G,33,37.10
94507,05-12-2014,Beaver Creek,Downhill,22,19.97
94507,30-11-2014,Lake Louise,Super G,42,27.93
94507,29-11-2014,Lake Louise,Downhill,26,18.38
94507,01-03-2014,Kvitfjell,Downhill,23,21.01
94507,18-01-2014,Wengen,Downhill,36,24.69
94507,29-12-2013,Bormio,Downhill,38,30.02
94507,07-12-2013,Beaver Creek,Super G,42,39.18
94507,06-12-2013,Beaver Creek,Downhill,31,30.68
94507,30-11-2013,Lake Louise,Downhill,41,37.27
94507,02-03-2013,Kvitfjell,Downhill,DNS1,
94507,23-02-2013,Garmisch-Partenkirchen,Downhill,47,34.03
94507,26-01-2013,Kitzbuehel,Downhill,DNF1,
94507,19-01-2013,Wengen,Downhill,31,36.67
94507,18-01-2013,Wengen,Super Combined,DNF2,
94507,29-12-2012,Bormio,Downhill,DNF1,
94507,15-12-2012,Val Gardena-Groeden,Downhill,51,38.41
94507,14-12-2012,Val Gardena-Groeden,Super G,53,39.75
94507,30-11-2012,Beaver Creek,Downhill,47,40.55
94507,25-11-2012,Lake Louise,Super G,63,57.50
94507,24-11-2012,Lake Louise,Downhill,53,50.22
94507,25-02-2012,Crans Montana,Super G,DNF1,
94507,24-02-2012,Crans Montana,Super G,33,30.40
94507,05-02-2012,Chamonix,Super Combined,DNS2,
94507,04-02-2012,Chamonix,Downhill,13,16.08
94507,03-02-2012,Chamonix,Downhill,16,9.31
94507,28-01-2012,Garmisch-Partenkirchen,Downhill,14,14.44
94507,22-01-2012,Kitzbuehel,Slalom,DNF1,
94507,22-01-2012,Kitzbuehel,Super Combined,DNF1,
94507,21-01-2012,Kitzbuehel,Downhill,17,12.89
94507,14-01-2012,Wengen,Downhill,11,11.13
94507,13-01-2012,Wengen,Super Combined,DNF2,
94507,29-12-2011,Bormio,Downhill,19,24.24
94507,02-12-2011,Beaver Creek,Downhill,41,39.71
94507,26-11-2011,Lake Louise,Downhill,20,17.98
94507,13-03-2011,Kvitfjell,Super G,44,31.90
94507,12-03-2011,Kvitfjell,Downhill,17,16.32
94507,11-03-2011,Kvitfjell,Downhill,20,16.84
94507,05-02-2011,Hinterstoder,Super G,37,45.50
94507,30-01-2011,Chamonix,Super Combined,13,14.99
94507,29-01-2011,Chamonix,Downhill,15,17.78
94507,23-01-2011,Kitzbuehel,Combined,14,108.53
94507,23-01-2011,Kitzbuehel,Slalom,DNQ1,
94507,22-01-2011,Kitzbuehel,Downhill,43,61.69
94507,21-01-2011,Kitzbuehel,Super G,DNF1,
94507,15-01-2011,Wengen,Downhill,DNF1,
94507,14-01-2011,Wengen,Super Combined,DNF2,
94507,29-12-2010,Bormio,Downhill,16,23.34
94507,18-12-2010,Val Gardena-Groeden,Downhill,DNF1,
94507,17-12-2010,Val Gardena-Groeden,Super G,28,30.78
94507,05-12-2010,Beaver Creek,Giant Slalom,DNQ1,
94507,04-12-2010,Beaver Creek,Super G,41,41.07
94507,28-11-2010,Lake Louise,Super G,31,21.01
94507,27-11-2010,Lake Louise,Downhill,20,23.20
94507,19-12-2009,Val Gardena - Groeden,Downhill,40,30.26
94507,17-01-2009,Wengen,Downhill,DNS1,
94507,16-01-2009,Wengen,Super Combined,33,40.06
149811,19-03-2016,St. Moritz,Slalom,DNF1,
149811,13-03-2016,Lenzerheide,Alpine combined,13,31.33
149811,12-03-2016,Lenzerheide,Super G,46,45.65
149811,06-03-2016,Jasna,Slalom,DNF1,
149811,23-02-2016,Stockholm,City Event,9,
149811,15-02-2016,Crans Montana,Slalom,DNF2,
149811,17-01-2016,Flachau,Giant Slalom,DNQ1,
149811,15-01-2016,Flachau,Slalom,8,10.54
149811,12-01-2016,Flachau,Slalom,10,14.19
149811,05-01-2016,Santa Caterina Valfurva,Slalom,DNF2,
149811,29-12-2015,Lienz,Slalom,7,7.54
149811,20-12-2015,Courchevel,Giant Slalom,DNQ1,
149811,18-12-2015,Val d'Is̬re,Alpine combined,12,22.45
149811,13-12-2015,Are,Slalom,15,21.06
149811,29-11-2015,"Aspen, CO",Slalom,13,29.90
149811,28-11-2015,"Aspen, CO",Slalom,13,41.48
149811,27-11-2015,"Aspen, CO",Giant Slalom,DNQ1,
149811,24-10-2015,Soelden,Giant Slalom,DNQ1,
149811,21-03-2015,Meribel,Slalom,24,25.26
149811,14-03-2015,Are,Slalom,DNF2,
149811,22-02-2015,Maribor,Slalom,27,31.53
149811,13-01-2015,Flachau,Slalom,DNF2,
149811,04-01-2015,Zagreb,Slalom,11,31.41
149811,29-12-2014,Kuehtai in Tirol,Slalom,10,14.62
149811,13-12-2014,Are,Slalom,9,6.88
149811,12-12-2014,Are,Giant Slalom,DNQ1,
149811,30-11-2014,Aspen,Slalom,16,19.08
149811,29-11-2014,Aspen,Giant Slalom,DNF1,
149811,15-11-2014,Levi,Slalom,8,9.57
149811,25-10-2014,Soelden,Giant Slalom,17,25.20
149811,02-02-2014,Kranjska Gora,Slalom,DNF1,
149811,14-01-2014,Flachau,Slalom,16,16.11
149811,05-01-2014,Bormio,Slalom,DNQ1,
149811,29-12-2013,Lienz,Slalom,23,19.09
149811,17-12-2013,Courchevel,Slalom,16,17.39
149811,16-11-2013,Levi,Slalom,DNF2,
149811,10-03-2013,Ofterschwang,Slalom,DNF2,
149811,27-01-2013,Maribor,Slalom,21,18.40
149811,15-01-2013,Flachau,Slalom,9,11.07
149811,04-01-2013,Zagreb,Slalom,DNQ1,
149811,29-12-2012,Semmering,Slalom,DNF2,
172524,08-03-2015,Kvitfjell,Super G,37,38.13
172524,07-03-2015,Kvitfjell,Downhill,54,38.62
172524,28-02-2015,Garmisch Partenkirchen,Downhill,34,18.60
172524,22-02-2015,Saalbach,Super G,45,43.19
172524,21-02-2015,Saalbach,Downhill,DNF1,
172524,24-01-2015,Kitzbuehel,Downhill,42,32.45
172524,23-01-2015,Kitzbuehel,Super G,DNF1,
172524,18-01-2015,Wengen,Downhill,34,26.10
172524,28-12-2014,Santa Caterina,Downhill,34,25.56
172524,20-12-2014,Val Gardena / Groeden,Super G,39,25.66
172524,19-12-2014,Val Gardena / Groeden,Downhill,39,44.22
172524,06-12-2014,Beaver Creek,Super G,26,25.82
172524,05-12-2014,Beaver Creek,Downhill,45,34.94
172524,30-11-2014,Lake Louise,Super G,36,25.35
172524,29-11-2014,Lake Louise,Downhill,37,24.05
172524,02-03-2014,Kvitfjell,Super G,30,21.94
172524,01-03-2014,Kvitfjell,Downhill,55,41.52
172524,28-02-2014,Kvitfjell,Downhill,38,26.89
172524,26-01-2014,Kitzbuehel,Super G,58,24.02
172524,18-01-2014,Wengen,Downhill,52,32.97
172524,29-12-2013,Bormio,Downhill,DNF1,
172524,21-12-2013,Val Gardena / Groeden,Downhill,51,49.68
172524,20-12-2013,Val Gardena / Groeden,Super G,DNF1,
172524,07-12-2013,Beaver Creek,Super G,34,28.26
172524,06-12-2013,Beaver Creek,Downhill,35,34.09
172524,01-12-2013,Lake Louise,Super G,34,24.55
172524,30-11-2013,Lake Louise,Downhill,39,35.65
172524,25-01-2013,Kitzbuehel,Super G,DNF1,
172524,19-01-2013,Wengen,Downhill,45,63.28
172524,15-12-2012,Val Gardena-Groeden,Downhill,55,42.42
172524,14-12-2012,Val Gardena-Groeden,Super G,47,38.56
172524,01-12-2012,Beaver Creek,Super G,35,33.88
172524,30-11-2012,Beaver Creek,Downhill,53,45.27
172524,25-11-2012,Lake Louise,Super G,51,39.47
172524,24-11-2012,Lake Louise,Downhill,62,65.14
172524,25-02-2012,Crans Montana,Super G,41,46.28
172524,24-02-2012,Crans Montana,Super G,DNF1,
172524,12-02-2012,Sochi,Super Combined,DNF1,
172524,11-02-2012,Sochi,Downhill,44,62.88
172524,07-03-2009,Kvitfjell,Downhill,53,53.73
172524,06-03-2009,Kvitfjell,Downhill,DSQ1,
172524,24-01-2009,Kitzbuehel,Downhill,44,48.55
172524,23-01-2009,Kitzbuehel,Super G,39,32.62
172524,17-01-2009,Wengen,Downhill,DSQ1,
172524,20-12-2008,Val Gardena - Groeden,Downhill,46,53.01
172524,19-12-2008,Val Gardena - Groeden,Super G,DNF1,
172524,06-12-2008,Beaver Creek,Super G,DNF1,
172524,05-12-2008,Beaver Creek,Downhill,DNF1,
172524,29-11-2008,Lake Louise,Downhill,DNF1,
172524,02-03-2008,Kvitfjell,Super G,DNF1,
172524,19-01-2008,Kitzbuehel,Downhill,52,70.28
172524,18-01-2008,Kitzbuehel,Super G,42,27.03
172524,29-12-2007,Bormio,Downhill,39,47.03
172524,15-12-2007,Val Gardena-Groeden,Downhill,48,39.79
172524,14-12-2007,Val Gardena-Groeden,Super G,25,19.30
172524,03-02-2006,Chamonix,Super Combined,DNF,
172524,29-01-2006,Garmisch-Partenkirchen,Super G,44,50.36
172524,13-01-2006,Wengen,Super Combined,33,
172524,16-12-2005,Gardena/Groeden,Super G,55,42.28
172524,11-12-2005,Val d'Isere,Super Combined,DNF,
172524,27-11-2005,"Lake Louise, AB",Super G,DNF1,
172524,06-03-2005,Kvitfjell,Super G,DNF1,
172524,05-03-2005,Kvitfjell,Downhill,47,43.30
172524,29-12-2004,Bormio,Downhill,47,52.33
172524,18-12-2004,Gardena/Groeden,Downhill,60,59.80
172524,17-12-2004,Gardena/Groeden,Super G,40,34.67
172524,11-12-2004,Val d'Isere,Downhill,57,67.62
172524,03-12-2004,"Beaver Creek, CO",Downhill,55,66.82
172524,02-12-2004,"Beaver Creek, CO",Super G,DNF1,
172524,28-11-2004,"Lake Louise, AB",Super G,60,48.34
172524,27-11-2004,"Lake Louise, AB",Downhill,57,58.71
148143,15-02-2016,Crans Montana,Slalom,DNQ1,
148143,15-01-2016,Flachau,Slalom,DNQ1,
148143,12-01-2016,Flachau,Slalom,DNF1,
148143,05-01-2016,Santa Caterina Valfurva,Slalom,20,22.40
148143,29-12-2015,Lienz,Slalom,DNQ1,
148143,29-11-2015,"Aspen, CO",Slalom,DNQ1,
148143,28-11-2015,"Aspen, CO",Slalom,DNF1,
20763,17-03-2016,St. Moritz,Super G,15,35.17
20763,16-03-2016,St. Moritz,Downhill,4,5.57
20763,12-03-2016,Lenzerheide,Super G,9,15.22
20763,27-02-2016,Soldeu- El Tarter,Super G,31,44.46
20763,21-02-2016,La Thuile,Super G,18,39.04
20763,20-02-2016,La Thuile,Downhill,13,26.83
20763,19-02-2016,La Thuile,Downhill,10,26.68
20763,07-02-2016,Garmisch Partenkirchen,Super G,7,13.95
20763,06-02-2016,Garmisch Partenkirchen,Downhill,13,32.37
20763,24-01-2016,Cortina d'Ampezzo,Super G,17,29.07
20763,23-01-2016,Cortina d'Ampezzo,Downhill,13,24.74
20763,17-01-2016,Flachau,Giant Slalom,DNQ1,
20763,10-01-2016,Altenmarkt-Zauchensee,Super G,5,19.30
20763,09-01-2016,Altenmarkt-Zauchensee,Downhill,9,27.16
20763,19-12-2015,Val d'Is̬re,Downhill,13,13.52
20763,18-12-2015,Val d'Is̬re,Alpine combined,DNF1,
20763,06-12-2015,Lake Louise,Super G,30,45.75
20763,05-12-2015,Lake Louise,Downhill,27,38.37
20763,04-12-2015,Lake Louise,Downhill,13,22.06
20763,22-03-2015,Meribel,Giant Slalom,16,26.95
20763,19-03-2015,Meribel,Super G,DNF1,
20763,18-03-2015,Meribel,Downhill,2,3.34
20763,08-03-2015,Garmisch Partenkirchen,Super G,7,21.56
20763,07-03-2015,Garmisch Partenkirchen,Downhill,10,20.80
20763,02-03-2015,Bansko,Super G,11,20.42
20763,01-03-2015,Bansko,Alpine combined,14,25.84
20763,21-02-2015,Maribor,Giant Slalom,18,17.97
20763,25-01-2015,St.Moritz,Super G,DSQ1,
20763,24-01-2015,St.Moritz,Downhill,8,13.97
20763,19-01-2015,Cortina d'Ampezzo,Super G,8,19.48
20763,18-01-2015,Cortina d'Ampezzo,Downhill,2,4.02
20763,16-01-2015,Cortina d'Ampezzo,Downhill,11,16.36
20763,28-12-2014,Kuehtai in Tirol,Giant Slalom,11,7.98
20763,21-12-2014,Val d Isere,Super G,1,0.00
20763,20-12-2014,Val d Isere,Downhill,2,2.27
20763,12-12-2014,Are,Giant Slalom,DNF2,
20763,07-12-2014,Lake Louise,Super G,12,21.61
20763,06-12-2014,Lake Louise,Downhill,16,16.07
20763,05-12-2014,Lake Louise,Downhill,DNF1,
20763,29-11-2014,Aspen,Giant Slalom,8,15.87
20763,25-10-2014,Soelden,Giant Slalom,DNF1,
